Seat Name En,Party Name Pretty En,Uec Id (Parties.Csv),% of Total Valid Total Votes
Kawthoung Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,36.189481017%
Kawthoung Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,24.176396545%
Kawlin Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,20.673823360%
Kawkareik Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,25.941337957%
Kawkareik Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,39.542428346%
Kawhmu Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,18.199608611%
Kawhmu Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,21.662267019%
Kawa Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,28.985928596%
Kawa Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,35.519230360%
Katha Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,32.904269706%
Katha Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,30.601014588%
Kanpetlet Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,38.463106400%
Kanpetlet Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,29.438982071%
Kani Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,19.048195982%
Kani Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,22.925123178%
Kangyidaunt Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,44.879797044%
Kangyidaunt Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,34.229194836%
Kanbalu Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,34.651403473%
Kanbalu Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,37.033387087%
Kamma Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,41.162611047%
Kamma Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,34.979066277%
Kamaryut Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,17.031851593%
Kamaryut Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,8.923265163%
Kalewa Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,50.800616771%
Kalewa Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,39.945584962%
Kale Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,27.307408154%
Kale Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,21.848215165%
Kalaw Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,44.439954200%
Kalaw Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,42.773745055%
Insein Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,19.136940750%
Insein Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,19.850252715%
Injangyang Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,20.051413882%
Ingapu Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,42.223581142%
Ingapu Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,46.261271911%
Indaw Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,18.638906359%
Indaw Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,21.428360195%
Htantabin Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,37.055730810%
Htantabin Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,35.627422157%
Hsipaw Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,11.966805857%
Hsipaw Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,15.117957331%
Hseni Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,15.487517664%
Hseni Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,37.136767318%
Hpruso Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,26.170847220%
Hpruso Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,23.487250172%
Hpasawng Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,22.738738739%
Hpasawng Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,44.029850746%
Hpapun Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,45.848694883%
Hpapun Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,62.092198582%
Hpakant Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,12.732671634%
Hpakant Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,18.355567656%
Hpa-An Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,26.398506449%
Hpa-An Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,21.326069625%
Homalin Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,14.564688985%
Homalin Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,13.968237329%
Hmawbi Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,45.882197264%
Hmawbi Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,34.848725861%
Hlegu Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,45.160529783%
Hlegu Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,36.592734641%
Hlaingtharya Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,13.917397266%
Hlaingtharya Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,12.224292643%
Hlaingbwe Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,24.583528860%
Hlaingbwe Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,22.488992845%
Hlaing Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,13.276738562%
Hlaing Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,18.710084365%
Hkamti Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,29.716472089%
Hkamti Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,21.394538059%
Hinthada Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,35.859680353%
Hinthada Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,35.015116794%
Hakha Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,11.732544591%
Hakha Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,26.340304183%
Gyobingauk Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,28.059858231%
Gyobingauk Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,26.677036199%
Gwa Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,21.926596380%
Gwa Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,21.189810834%
Gangaw Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,23.812762956%
Gangaw Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,21.078033274%
Falam Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,25.719529490%
Falam Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,22.096869964%
Einme Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,39.819513082%
Einme Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,39.168071438%
Demoso Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,14.024136496%
Demoso Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,25.499748026%
Dedaye Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,30.022491475%
Dedaye Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,37.165604514%
Dawei Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,22.438208404%
Dawei Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,23.567245848%
Dawbon Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,26.781053917%
Dawbon Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,16.777762020%
Danubyu Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,25.376332845%
Danubyu Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,34.059764672%
Dala Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,32.187651055%
Dala Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,20.348759935%
Daik-U Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,24.381002025%
Daik-U Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,19.722264545%
Dagon Myothit (South) Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,18.273994877%
Dagon Myothit (South) Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,17.341446664%
Dagon Myothit (Seikkan) Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,22.274771642%
Dagon Myothit (Seikkan) Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,19.619549312%
Dagon Myothit (North) Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,12.418429574%
Dagon Myothit (North) Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,16.637399436%
Dagon Myothit (East) Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,27.550337299%
Dagon Myothit (East) Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,17.955039884%
Dagon Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,42.920876525%
Dagon Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,18.680089485%
Cocokyun Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,65.859030837%
Cocokyun Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,92.252510760%
Chipwi Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,49.650201399%
Chaungzon Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,35.847228255%
Chaungzon Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,31.382341874%
Chaung-U Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,24.853837933%
Chaung-U Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,24.780062965%
Chauk Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,23.894104260%
Chauk Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,21.099656357%
Chanmyathazi Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,14.792313731%
Chanmyathazi Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,13.544433095%
Chanayethazan Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,10.352646339%
Chanayethazan Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,20.317889050%
Buthidaung Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,19.880182879%
Buthidaung Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,55.299131972%
Budalin Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,31.329313520%
Budalin Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,21.631878558%
Botahtaung Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,11.613392932%
Botahtaung Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,41.364186328%
Bokpyin Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,32.985360430%
Bokpyin Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,37.332592730%
Bogale Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,42.705075302%
Bogale Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,42.303619085%
Bilin Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,31.354068489%
Bilin Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,36.998117502%
Bhamo Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,27.035486806%
Bhamo Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,27.253268541%
Bawlake Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,38.664215686%
Bawlake Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,52.600849257%
Banmauk Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,31.058282209%
Banmauk Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,31.260842138%
Bahan Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,13.136893800%
Bahan Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,13.457747404%
Bago Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,27.331825198%
Bago Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,21.461938401%
Ayadaw Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,18.747552113%
Ayadaw Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,24.699088146%
Aungmyaythazan Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,12.294004651%
Aungmyaythazan Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,18.976763472%
Aunglan Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,28.354126546%
Aunglan Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,26.587208963%
Ann Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,25.628475027%
Ann Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,42.566089171%
Amarapura Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,23.835980137%
Amarapura Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,20.667805889%
Ahlone Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,10.925110132%
Ahlone Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,9.569633788%
Taunggyi Constituency 2,Union Pa-O National Organization,5f3f9035c749de0ddc9de075,4.264640236%
Taunggyi Constituency 1,Union Pa-O National Organization,5f3f9035c749de0ddc9de075,3.302850995%
Pinlaung Constituency 2,Union Pa-O National Organization,5f3f9035c749de0ddc9de075,2.937566649%
Pinlaung Constituency 1,Union Pa-O National Organization,5f3f9035c749de0ddc9de075,5.268728684%
Mawkmai Constituency 2,Union Pa-O National Organization,5f3f9035c749de0ddc9de075,13.520912548%
Lawksawk Constituency 1,Union Pa-O National Organization,5f3f9035c749de0ddc9de075,1.980513278%
Hsihseng Constituency 2,Union Pa-O National Organization,5f3f9035c749de0ddc9de075,2.145983742%
Hsihseng Constituency 1,Union Pa-O National Organization,5f3f9035c749de0ddc9de075,2.360569231%
Hopong Constituency 1,Union Pa-O National Organization,5f3f9035c749de0ddc9de075,2.609060674%
Thanatpin Constituency 2,Union Farmer-Labor Force Party,5f3f9035c749de0ddc9de08f,1.150100479%
Kawa Constituency 1,Union Farmer-Labor Force Party,5f3f9035c749de0ddc9de08f,0.532107358%
Kawa Constituency 1,Union Farmer Force Party,5f3f9035c749de0ddc9de08f,0.532107358%
Waw Constituency 2,Union Democratic Party,5f3f9035c749de0ddc9de044,0.504904410%
Thanatpin Constituency 2,Union Democratic Party,5f3f9035c749de0ddc9de044,0.460658525%
Thanatpin Constituency 1,Union Democratic Party,5f3f9035c749de0ddc9de044,3.131045354%
Bago Constituency 2,Union Democratic Party,5f3f9035c749de0ddc9de044,0.351989024%
Bago Constituency 1,Union Democratic Party,5f3f9035c749de0ddc9de044,1.444519710%
Thegon Constituency 2,The Union of Myanmar Federation of National Politics,5f3f9035c749de0ddc9de03e,2.468968017%
Thegon Constituency 1,The Union of Myanmar Federation of National Politics,5f3f9035c749de0ddc9de03e,1.405517959%
Thanlyin Constituency 2,The Union of Myanmar Federation of National Politics,5f3f9035c749de0ddc9de03e,0.749044143%
Pyay Constituency 2,The Union of Myanmar Federation of National Politics,5f3f9035c749de0ddc9de03e,0.404642743%
Pyay Constituency 1,The Union of Myanmar Federation of National Politics,5f3f9035c749de0ddc9de03e,0.465027738%
Myitkyina Constituency 2,The Union of Myanmar Federation of National Politics,5f3f9035c749de0ddc9de03e,0.370242215%
Myitkyina Constituency 1,The Union of Myanmar Federation of National Politics,5f3f9035c749de0ddc9de03e,0.608867610%
Myawaddy Constituency 2,The Union of Myanmar Federation of National Politics,5f3f9035c749de0ddc9de03e,1.012993901%
Kyauktan Constituency 1,The Union of Myanmar Federation of National Politics,5f3f9035c749de0ddc9de03e,0.958325452%
Mingaladon Constituency 2,The Party for People,5f3f9035c749de0ddc9de08e,0.351266744%
Waingmaw Constituency 2,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,1.717096714%
Waingmaw Constituency 1,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,3.779191235%
Shwegu Constituency 2,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,0.751708428%
Shwegu Constituency 1,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,0.860818261%
Pinlebu Constituency 2,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,3.092661814%
Pinlebu Constituency 1,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,2.721393593%
Myitkyina Constituency 2,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,5.155709343%
Myitkyina Constituency 1,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,1.172633916%
Momauk Constituency 2,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,4.659592351%
Momauk Constituency 1,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,1.582719490%
Mohnyin Constituency 2,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,17.258522727%
Mohnyin Constituency 1,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,9.894546209%
Mogaung Constituency 2,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,7.122414466%
Mogaung Constituency 1,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,4.126755764%
Mansi Constituency 2,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,6.087691750%
Mansi Constituency 1,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,7.314066566%
Indaw Constituency 2,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,1.886729999%
Indaw Constituency 1,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,1.230223274%
Hpakant Constituency 2,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,6.582167111%
Hpakant Constituency 1,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,5.815409747%
Homalin Constituency 2,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,30.259087394%
Homalin Constituency 1,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,37.868861051%
Hkamti Constituency 2,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,8.574511920%
Bhamo Constituency 2,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,4.822565969%
Bhamo Constituency 1,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,3.100775194%
Banmauk Constituency 2,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,11.034423995%
Banmauk Constituency 1,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,2.700678126%
Namtu Constituency 2,Ta-Arng (Palaung) National Party,5f3f9035c749de0ddc9de038,14.611260054%
Namtu Constituency 1,Ta-Arng (Palaung) National Party,5f3f9035c749de0ddc9de038,7.231160034%
Namhsan Constituency 2,Ta-Arng (Palaung) National Party,5f3f9035c749de0ddc9de038,74.970159943%
Namhsan Constituency 1,Ta-Arng (Palaung) National Party,5f3f9035c749de0ddc9de038,56.338357285%
Namhkan Constituency 2,Ta-Arng (Palaung) National Party,5f3f9035c749de0ddc9de038,34.306202460%
Namhkan Constituency 1,Ta-Arng (Palaung) National Party,5f3f9035c749de0ddc9de038,37.891171261%
Muse Constituency 2,Ta-Arng (Palaung) National Party,5f3f9035c749de0ddc9de038,18.416878173%
Muse Constituency 1,Ta-Arng (Palaung) National Party,5f3f9035c749de0ddc9de038,6.102314671%
Mogoke Constituency 2,Ta-Arng (Palaung) National Party,5f3f9035c749de0ddc9de038,2.995528258%
Mogoke Constituency 1,Ta-Arng (Palaung) National Party,5f3f9035c749de0ddc9de038,2.810180276%
Manton Constituency 2,Ta-Arng (Palaung) National Party,5f3f9035c749de0ddc9de038,86.693852892%
Manton Constituency 1,Ta-Arng (Palaung) National Party,5f3f9035c749de0ddc9de038,68.741633199%
Kyaukme Constituency 2,Ta-Arng (Palaung) National Party,5f3f9035c749de0ddc9de038,20.093944327%
Kyaukme Constituency 1,Ta-Arng (Palaung) National Party,5f3f9035c749de0ddc9de038,3.896530679%
Kutkai Constituency 2,Ta-Arng (Palaung) National Party,5f3f9035c749de0ddc9de038,17.180340838%
Kutkai Constituency 1,Ta-Arng (Palaung) National Party,5f3f9035c749de0ddc9de038,36.851689062%
Paungbyin Constituency 2,Shan-ni and Northern Shan Ethnics Solidarity Party,5f3f9035c749de0ddc9de080,1.445129108%
Paungbyin Constituency 1,Shan-ni and Northern Shan Ethnics Solidarity Party,5f3f9035c749de0ddc9de080,6.651108518%
Myitkyina Constituency 2,Shan-ni and Northern Shan Ethnics Solidarity Party,5f3f9035c749de0ddc9de080,1.143598616%
Momauk Constituency 2,Shan-ni and Northern Shan Ethnics Solidarity Party,5f3f9035c749de0ddc9de080,1.786089515%
Mohnyin Constituency 1,Shan-ni and Northern Shan Ethnics Solidarity Party,5f3f9035c749de0ddc9de080,1.980795714%
Hpakant Constituency 2,Shan-ni and Northern Shan Ethnics Solidarity Party,5f3f9035c749de0ddc9de080,1.338978857%
Homalin Constituency 2,Shan-ni and Northern Shan Ethnics Solidarity Party,5f3f9035c749de0ddc9de080,3.607336206%
Homalin Constituency 1,Shan-ni and Northern Shan Ethnics Solidarity Party,5f3f9035c749de0ddc9de080,2.456452994%
Bhamo Constituency 1,Shan-ni and Northern Shan Ethnics Solidarity Party,5f3f9035c749de0ddc9de080,1.330556520%
Banmauk Constituency 2,Shan-ni and Northern Shan Ethnics Solidarity Party,5f3f9035c749de0ddc9de080,1.231254260%
Banmauk Constituency 1,Shan-ni and Northern Shan Ethnics Solidarity Party,5f3f9035c749de0ddc9de080,1.174893550%
Laukkaing Constituency 2,Shan State Kokang Democratic Party,5f3f9035c749de0ddc9de068,13.149398298%
Laukkaing Constituency 1,Shan State Kokang Democratic Party,5f3f9035c749de0ddc9de068,8.129543952%
Kutkai Constituency 1,Shan State Kokang Democratic Party,5f3f9035c749de0ddc9de068,0.590229813%
Kunlong Constituency 2,Shan State Kokang Democratic Party,5f3f9035c749de0ddc9de068,2.920165434%
Kunlong Constituency 1,Shan State Kokang Democratic Party,5f3f9035c749de0ddc9de068,7.986222365%
Konkyan Constituency 2,Shan State Kokang Democratic Party,5f3f9035c749de0ddc9de068,7.084123972%
Konkyan Constituency 1,Shan State Kokang Democratic Party,5f3f9035c749de0ddc9de068,22.592893952%
Waingmaw Constituency 2,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,4.747540375%
Waingmaw Constituency 1,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,9.619759506%
Taunggyi Constituency 2,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,4.036251518%
Taunggyi Constituency 1,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,3.791464945%
Tangyan Constituency 2,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,60.318302387%
Tangyan Constituency 1,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,27.576468336%
Tachileik Constituency 2,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,13.263433814%
Tachileik Constituency 1,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,8.205778717%
Shadaw Constituency 2,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,2.926208651%
Pinlaung Constituency 2,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,4.997887366%
Pinlaung Constituency 1,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,12.889568388%
Pekon Constituency 2,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,4.651366120%
Pekon Constituency 1,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,7.401812689%
Nyaungshwe Constituency 2,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,3.727749931%
Nyaungshwe Constituency 1,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,1.184386010%
Nawnghkio Constituency 2,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,14.684579088%
Nawnghkio Constituency 1,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,4.259290211%
Nansang Constituency 2,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,41.222959623%
Nansang Constituency 1,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,21.616354453%
Namtu Constituency 2,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,59.307975871%
Namtu Constituency 1,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,13.615580017%
Namhkan Constituency 2,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,21.787353818%
Namhkan Constituency 1,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,20.438795488%
Muse Constituency 2,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,24.726364213%
Muse Constituency 1,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,56.586981269%
Mongyawng Constituency 2,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,5.926581159%
Mongyawng Constituency 1,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,7.377290672%
Mongyang Constituency 2,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,6.575829384%
Mongyang Constituency 1,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,10.408662242%
Mongyai Constituency 2,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,69.739797829%
Mongyai Constituency 1,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,64.649575495%
Mongton Constituency 2,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,20.226749918%
