Seat Name En,Seat Name Mm,Party Name Pretty En,Uec Id (Parties.Csv),% of Total Valid Total Votes
Chin Constituency 9,ချင်းပြည်နယ် မဲဆန္ဒနယ် ၉,National League for Democracy,5f3f9035c749de0ddc9de05b,42.904622822%
Chin Constituency 9,ချင်းပြည်နယ် မဲဆန္ဒနယ် ၉,Chin National Democratic Party,5f3f9035c749de0ddc9de041,29.157014805%
Chin Constituency 10,ချင်းပြည်နယ် မဲဆန္ဒနယ် ၁၀,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,17.023721275%
Chin Constituency 10,ချင်းပြည်နယ် မဲဆန္ဒနယ် ၁၀,National League for Democracy,5f3f9035c749de0ddc9de05b,23.013343217%
Chin Constituency 10,ချင်းပြည်နယ် မဲဆန္ဒနယ် ၁၀,Ethnic National Development Party,5f3f9035c749de0ddc9de04d,14.710896961%
Chin Constituency 10,ချင်းပြည်နယ် မဲဆန္ဒနယ် ၁၀,Chin National Party,5f3f9035c749de0ddc9de041,12.794662713%
Chin Constituency 10,ချင်းပြည်နယ် မဲဆန္ဒနယ် ၁၀,Chin League for Democracy,5f3f9035c749de0ddc9de077,14.073387695%
Chin Constituency 10,ချင်းပြည်နယ် မဲဆန္ဒနယ် ၁၀,,,18.383988139%
Chin Constituency 11,ချင်းပြည်နယ် မဲဆန္ဒနယ် ၁၁,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,7.706406732%
Chin Constituency 11,ချင်းပြည်နယ် မဲဆန္ဒနယ် ၁၁,National League for Democracy,5f3f9035c749de0ddc9de05b,37.669749229%
Chin Constituency 11,ချင်းပြည်နယ် မဲဆန္ဒနယ် ၁၁,Khumi (Khami) National Party,5f3f9035c749de0ddc9de078,12.455219528%
Chin Constituency 11,ချင်းပြည်နယ် မဲဆန္ဒနယ် ၁၁,Chin Progressive Party,5f3f9035c749de0ddc9de046,12.463550779%
Chin Constituency 11,ချင်းပြည်နယ် မဲဆန္ဒနယ် ၁၁,Chin National Democratic Party,5f3f9035c749de0ddc9de041,3.515787720%
Chin Constituency 11,ချင်းပြည်နယ် မဲဆန္ဒနယ် ၁၁,Arakan National Party,5f3f9035c749de0ddc9de076,26.189286012%
Chin Constituency 12,ချင်းပြည်နယ် မဲဆန္ဒနယ် ၁၂,United Democratic Party,5f3f9035c749de0ddc9de03c,4.272070212%
Chin Constituency 12,ချင်းပြည်နယ် မဲဆန္ဒနယ် ၁၂,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,14.055240062%
Chin Constituency 12,ချင်းပြည်နယ် မဲဆန္ဒနယ် ၁၂,National Unity Party,5f3f9035c749de0ddc9de02e,3.338495956%
Chin Constituency 12,ချင်းပြည်နယ် မဲဆန္ဒနယ် ၁၂,National League for Democracy,5f3f9035c749de0ddc9de05b,40.556702805%
Chin Constituency 12,ချင်းပြည်နယ် မဲဆန္ဒနယ် ၁၂,Khumi (Khami) National Party,5f3f9035c749de0ddc9de078,8.957150232%
Chin Constituency 12,ချင်းပြည်နယ် မဲဆန္ဒနယ် ၁၂,Ethnic National Development Party,5f3f9035c749de0ddc9de04d,0.576492858%
Chin Constituency 12,ချင်းပြည်နယ် မဲဆန္ဒနယ် ၁၂,Chin Progressive Party,5f3f9035c749de0ddc9de046,7.782653588%
Chin Constituency 12,ချင်းပြည်နယ် မဲဆန္ဒနယ် ၁၂,Chin National Democratic Party,5f3f9035c749de0ddc9de041,6.552228532%
Chin Constituency 12,ချင်းပြည်နယ် မဲဆန္ဒနယ် ၁၂,Arakan National Party,5f3f9035c749de0ddc9de076,13.908965755%
Fri Constituency 5,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၅,Women Party (Mon),5f3f9035c749de0ddc9de08c,5.338381771%
Fri Constituency 5,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၅,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,20.973188702%
Fri Constituency 5,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၅,National Unity Party,5f3f9035c749de0ddc9de02e,1.915336335%
Fri Constituency 5,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၅,National League for Democracy,5f3f9035c749de0ddc9de05b,43.945285851%
Fri Constituency 5,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၅,Mon National Party,5f3f9035c749de0ddc9de066,17.229499250%
Fri Constituency 5,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၅,All Mon Region Democracy Party,5f3f9035c749de0ddc9de039,6.192863965%
Fri Constituency 5,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၅,,,4.405444126%
Fri Constituency 12,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၁၂,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,33.348099457%
Fri Constituency 12,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၁၂,National Unity Party,5f3f9035c749de0ddc9de02e,4.944269791%
Fri Constituency 12,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၁၂,National League for Democracy,5f3f9035c749de0ddc9de05b,51.729065447%
Fri Constituency 12,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၁၂,National Development Party,5f3f9035c749de0ddc9de08b,2.643612461%
Fri Constituency 12,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၁၂,National Democratic Force,5f3f9035c749de0ddc9de052,3.090883109%
Fri Constituency 12,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၁၂,Kayin People's Party,5f3f9035c749de0ddc9de035,2.160617319%
Fri Constituency 12,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၁၂,,,2.083452415%
Kachin Constituency 1,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၁,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,20.920655258%
Kachin Constituency 1,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၁,National Unity Party,5f3f9035c749de0ddc9de02e,33.133522467%
Kachin Constituency 1,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၁,National League for Democracy,5f3f9035c749de0ddc9de05b,30.067722156%
Kachin Constituency 1,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၁,National Democratic Force,5f3f9035c749de0ddc9de052,9.151642720%
Kachin Constituency 1,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၁,Kachin State Democracy Party (KSDP),5f3f9035c749de0ddc9de06f,6.726457399%
Kachin Constituency 2,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၂,Unity and Democracy Party of Kachin State,5f3f9035c749de0ddc9de054,20.179901640%
Kachin Constituency 2,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၂,The Kachin National Congress for Democracy,5f3f9035c749de0ddc9de070,2.392742778%
Kachin Constituency 2,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၂,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,7.280155609%
Kachin Constituency 2,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၂,National Unity Party,5f3f9035c749de0ddc9de02e,7.038927725%
Kachin Constituency 2,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၂,National League for Democracy,5f3f9035c749de0ddc9de05b,45.059500047%
Kachin Constituency 2,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၂,National Democratic Force,5f3f9035c749de0ddc9de052,2.460694295%
Kachin Constituency 2,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၂,Lisu National Development Party,5f3f9035c749de0ddc9de071,4.159482209%
Kachin Constituency 2,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၂,Lhaovo National Unity and Development Party,5f3f9035c749de0ddc9de085,1.243512754%
Kachin Constituency 2,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၂,Kachin State Democracy Party (KSDP),5f3f9035c749de0ddc9de06f,6.270226194%
Kachin Constituency 2,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၂,Kachin Democratic Party,5f3f9035c749de0ddc9de074,3.914856750%
Kachin Constituency 3,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၃,Unity and Democracy Party of Kachin State,5f3f9035c749de0ddc9de054,9.050323727%
Kachin Constituency 3,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၃,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,3.473342215%
Kachin Constituency 3,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၃,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,8.321062104%
Kachin Constituency 3,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၃,Shan Nationalities Democratic Party,5f3f9035c749de0ddc9de03b,6.729308370%
Kachin Constituency 3,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၃,National Unity Party,5f3f9035c749de0ddc9de02e,9.513124372%
Kachin Constituency 3,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၃,National League for Democracy,5f3f9035c749de0ddc9de05b,30.252670453%
Kachin Constituency 3,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၃,National Democratic Force,5f3f9035c749de0ddc9de052,1.575392095%
Kachin Constituency 3,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၃,Lisu National Development Party,5f3f9035c749de0ddc9de071,11.020732534%
Kachin Constituency 3,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၃,Lhaovo National Unity and Development Party,5f3f9035c749de0ddc9de085,4.941214969%
Kachin Constituency 3,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၃,Kachin State Democracy Party (KSDP),5f3f9035c749de0ddc9de06f,5.441413646%
Kachin Constituency 3,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၃,Kachin National Congress (KNC),5f3f9035c749de0ddc9de070,6.107566089%
Kachin Constituency 3,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၃,Kachin Democratic Party,5f3f9035c749de0ddc9de074,3.573849426%
Kachin Constituency 4,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၄,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,38.184626351%
Kachin Constituency 4,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၄,National Unity Party,5f3f9035c749de0ddc9de02e,3.950338600%
Kachin Constituency 4,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၄,National League for Democracy,5f3f9035c749de0ddc9de05b,37.020316027%
Kachin Constituency 4,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၄,National Democratic Force,5f3f9035c749de0ddc9de052,8.958061067%
Kachin Constituency 4,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၄,Kachin State Democracy Party (KSDP),5f3f9035c749de0ddc9de06f,7.140311275%
Kachin Constituency 4,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၄,Kachin National Congress (KNC),5f3f9035c749de0ddc9de070,2.774147559%
Kachin Constituency 4,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၄,Kachin Democratic Party,5f3f9035c749de0ddc9de074,1.972199121%
Kachin Constituency 5,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၅,National League for Democracy,5f3f9035c749de0ddc9de05b,17.829632986%
Kachin Constituency 5,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၅,National Democratic Force,5f3f9035c749de0ddc9de052,1.548104516%
Kachin Constituency 5,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၅,Lhaovo National Unity and Development Party,5f3f9035c749de0ddc9de085,5.973417913%
Kachin Constituency 5,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၅,Kachin State Democracy Party (KSDP),5f3f9035c749de0ddc9de06f,6.796556411%
Kachin Constituency 5,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၅,,,67.852288174%
Kachin Constituency 6,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၆,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,23.681862196%
Kachin Constituency 6,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၆,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,8.354060263%
Kachin Constituency 6,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၆,Shan-ni and Northern Shan Ethnics Solidarity Party,5f3f9035c749de0ddc9de080,1.712582354%
Kachin Constituency 6,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၆,Shan Nationalities Democratic Party,5f3f9035c749de0ddc9de03b,2.868860240%
Kachin Constituency 6,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၆,National Unity Party,5f3f9035c749de0ddc9de02e,1.946116311%
Kachin Constituency 6,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၆,National League for Democracy,5f3f9035c749de0ddc9de05b,56.515217680%
Kachin Constituency 6,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၆,National Democratic Force,5f3f9035c749de0ddc9de052,4.921300955%
Kachin Constituency 7,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၇,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,28.327561712%
Kachin Constituency 7,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၇,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,16.364766471%
Kachin Constituency 7,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၇,Shan Nationalities Democratic Party,5f3f9035c749de0ddc9de03b,3.420795596%
Kachin Constituency 7,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၇,National League for Democracy,5f3f9035c749de0ddc9de05b,47.522642515%
Kachin Constituency 7,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၇,National Democratic Force,5f3f9035c749de0ddc9de052,4.364233706%
Kachin Constituency 8,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၈,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,33.302996360%
Kachin Constituency 8,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၈,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,5.689932792%
Kachin Constituency 8,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၈,Shan-ni and Northern Shan Ethnics Solidarity Party,5f3f9035c749de0ddc9de080,0.981867824%
Kachin Constituency 8,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၈,Shan Nationalities Democratic Party,5f3f9035c749de0ddc9de03b,5.546415570%
Kachin Constituency 8,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၈,National League for Democracy,5f3f9035c749de0ddc9de05b,47.106902828%
Kachin Constituency 8,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၈,Kachin State Democracy Party (KSDP),5f3f9035c749de0ddc9de06f,7.371884626%
Kachin Constituency 9,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၉,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,14.047732872%
Kachin Constituency 9,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၉,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,6.336189461%
Kachin Constituency 9,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၉,National League for Democracy,5f3f9035c749de0ddc9de05b,57.321737212%
Kachin Constituency 9,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၉,National Democratic Force,5f3f9035c749de0ddc9de052,4.274997242%
Kachin Constituency 9,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၉,Kachin State Democracy Party (KSDP),5f3f9035c749de0ddc9de06f,10.000735483%
Kachin Constituency 9,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၉,Kachin National Congress (KNC),5f3f9035c749de0ddc9de070,8.018607730%
Kachin Constituency 10,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၁၀,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,27.530253468%
Kachin Constituency 10,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၁၀,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,4.200841135%
Kachin Constituency 10,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၁၀,Shan Nationalities Democratic Party,5f3f9035c749de0ddc9de03b,7.392964759%
Kachin Constituency 10,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၁၀,National Unity Party,5f3f9035c749de0ddc9de02e,5.881499863%
Kachin Constituency 10,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၁၀,National League for Democracy,5f3f9035c749de0ddc9de05b,52.279282618%
Kachin Constituency 10,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၁၀,Kachin National Congress (KNC),5f3f9035c749de0ddc9de070,2.715158156%
Kachin Constituency 11,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၁၁,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,21.104933982%
Kachin Constituency 11,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၁၁,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,3.405142460%
Kachin Constituency 11,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၁၁,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,14.562195969%
Kachin Constituency 11,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၁၁,Shan Nationalities Democratic Party,5f3f9035c749de0ddc9de03b,12.056984017%
Kachin Constituency 11,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၁၁,National Unity Party,5f3f9035c749de0ddc9de02e,3.669214732%
Kachin Constituency 11,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၁၁,National League for Democracy,5f3f9035c749de0ddc9de05b,36.011118833%
Kachin Constituency 11,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၁၁,Kachin National Congress (KNC),5f3f9035c749de0ddc9de070,9.190410007%
Kachin Constituency 12,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၁၂,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,28.433089044%
Kachin Constituency 12,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၁၂,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,4.008304799%
Kachin Constituency 12,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၁၂,Shan Nationalities Democratic Party,5f3f9035c749de0ddc9de03b,6.344804078%
Kachin Constituency 12,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၁၂,National Unity Party,5f3f9035c749de0ddc9de02e,5.887730280%
Kachin Constituency 12,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၁၂,National League for Democracy,5f3f9035c749de0ddc9de05b,49.692443563%
Kachin Constituency 12,ကချင်ပြည်နယ် မဲဆန္ဒနယ် ၁၂,Kachin State Democracy Party (KSDP),5f3f9035c749de0ddc9de06f,5.633628236%
Kayah Constituency 1,ကယားပြည်နယ် မဲဆန္ဒနယ် ၁,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,28.194288147%
Kayah Constituency 1,ကယားပြည်နယ် မဲဆန္ဒနယ် ၁,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,2.448371301%
Kayah Constituency 1,ကယားပြည်နယ် မဲဆန္ဒနယ် ၁,National Unity Party,5f3f9035c749de0ddc9de02e,3.923476991%
Kayah Constituency 1,ကယားပြည်နယ် မဲဆန္ဒနယ် ၁,National League for Democracy,5f3f9035c749de0ddc9de05b,50.092764378%
Kayah Constituency 1,ကယားပြည်နယ် မဲဆန္ဒနယ် ၁,National Development Party,5f3f9035c749de0ddc9de08b,3.306061620%
Kayah Constituency 1,ကယားပြည်နယ် မဲဆန္ဒနယ် ၁,Kayah Unity Democracy Party,5f3f9035c749de0ddc9de06d,4.854162231%
Kayah Constituency 1,ကယားပြည်နယ် မဲဆန္ဒနယ် ၁,All Nationals' Democracy Party Kayah State,5f3f9035c749de0ddc9de06c,7.180875331%
Kayah Constituency 2,ကယားပြည်နယ် မဲဆန္ဒနယ် ၂,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,31.216478563%
Kayah Constituency 2,ကယားပြည်နယ် မဲဆန္ဒနယ် ၂,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,1.766970485%
Kayah Constituency 2,ကယားပြည်နယ် မဲဆန္ဒနယ် ၂,Shan Nationalities Democratic Party,5f3f9035c749de0ddc9de03b,0.862097331%
Kayah Constituency 2,ကယားပြည်နယ် မဲဆန္ဒနယ် ၂,National Unity Party,5f3f9035c749de0ddc9de02e,4.274291731%
Kayah Constituency 2,ကယားပြည်နယ် မဲဆန္ဒနယ် ၂,National League for Democracy,5f3f9035c749de0ddc9de05b,48.451844296%
Kayah Constituency 2,ကယားပြည်နယ် မဲဆန္ဒနယ် ၂,National Development Party,5f3f9035c749de0ddc9de08b,3.257543352%
Kayah Constituency 2,ကယားပြည်နယ် မဲဆန္ဒနယ် ၂,Kayah Unity Democracy Party,5f3f9035c749de0ddc9de06d,4.178868744%
Kayah Constituency 2,ကယားပြည်နယ် မဲဆန္ဒနယ် ၂,All Nationals' Democracy Party Kayah State,5f3f9035c749de0ddc9de06c,3.527360074%
Kayah Constituency 2,ကယားပြည်နယ် မဲဆန္ဒနယ် ၂,,,2.464545425%
Kayah Constituency 3,ကယားပြည်နယ် မဲဆန္ဒနယ် ၃,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,25.690544413%
Kayah Constituency 3,ကယားပြည်နယ် မဲဆန္ဒနယ် ၃,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,1.650429799%
Kayah Constituency 3,ကယားပြည်နယ် မဲဆန္ဒနယ် ၃,National Unity Party,5f3f9035c749de0ddc9de02e,3.191977077%
Kayah Constituency 3,ကယားပြည်နယ် မဲဆန္ဒနယ် ၃,National League for Democracy,5f3f9035c749de0ddc9de05b,47.873925501%
Kayah Constituency 3,ကယားပြည်နယ် မဲဆန္ဒနယ် ၃,National Development Party,5f3f9035c749de0ddc9de08b,4.040114613%
Kayah Constituency 3,ကယားပြည်နယ် မဲဆန္ဒနယ် ၃,Kayan National Party,5f3f9035c749de0ddc9de033,6.544412607%
Kayah Constituency 3,ကယားပြည်နယ် မဲဆန္ဒနယ် ၃,Kayah Unity Democracy Party,5f3f9035c749de0ddc9de06d,4.636103152%
Kayah Constituency 3,ကယားပြည်နယ် မဲဆန္ဒနယ် ၃,All Nationals' Democracy Party Kayah State,5f3f9035c749de0ddc9de06c,6.372492837%
Kayah Constituency 4,ကယားပြည်နယ် မဲဆန္ဒနယ် ၄,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,18.797947199%
Kayah Constituency 4,ကယားပြည်နယ် မဲဆန္ဒနယ် ၄,National League for Democracy,5f3f9035c749de0ddc9de05b,54.748426009%
Kayah Constituency 4,ကယားပြည်နယ် မဲဆန္ဒနယ် ၄,National Development Party,5f3f9035c749de0ddc9de08b,4.079149251%
Kayah Constituency 4,ကယားပြည်နယ် မဲဆန္ဒနယ် ၄,Kayan National Party,5f3f9035c749de0ddc9de033,13.348500079%
Kayah Constituency 4,ကယားပြည်နယ် မဲဆန္ဒနယ် ၄,Kayah Unity Democracy Party,5f3f9035c749de0ddc9de06d,3.592402518%
Kayah Constituency 4,ကယားပြည်နယ် မဲဆန္ဒနယ် ၄,All Nationals' Democracy Party Kayah State,5f3f9035c749de0ddc9de06c,5.433574943%
Kayah Constituency 5,ကယားပြည်နယ် မဲဆန္ဒနယ် ၅,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,23.115931821%
Kayah Constituency 5,ကယားပြည်နယ် မဲဆန္ဒနယ် ၅,National League for Democracy,5f3f9035c749de0ddc9de05b,46.837582758%
Kayah Constituency 5,ကယားပြည်နယ် မဲဆန္ဒနယ် ၅,National Development Party,5f3f9035c749de0ddc9de08b,5.183828708%
Kayah Constituency 5,ကယားပြည်နယ် မဲဆန္ဒနယ် ၅,Kayah Unity Democracy Party,5f3f9035c749de0ddc9de06d,5.071136780%
Kayah Constituency 5,ကယားပြည်နယ် မဲဆန္ဒနယ် ၅,All Nationals' Democracy Party Kayah State,5f3f9035c749de0ddc9de06c,19.791519932%
Kayah Constituency 6,ကယားပြည်နယ် မဲဆန္ဒနယ် ၆,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,27.531365966%
Kayah Constituency 6,ကယားပြည်နယ် မဲဆန္ဒနယ် ၆,National Unity Party,5f3f9035c749de0ddc9de02e,3.887612652%
Kayah Constituency 6,ကယားပြည်နယ် မဲဆန္ဒနယ် ၆,National League for Democracy,5f3f9035c749de0ddc9de05b,47.075455027%
Kayah Constituency 6,ကယားပြည်နယ် မဲဆန္ဒနယ် ၆,National Development Party,5f3f9035c749de0ddc9de08b,3.498851387%
Kayah Constituency 6,ကယားပြည်နယ် မဲဆန္ဒနယ် ၆,Kayah Unity Democracy Party,5f3f9035c749de0ddc9de06d,9.683689698%
Kayah Constituency 6,ကယားပြည်နယ် မဲဆန္ဒနယ် ၆,All Nationals' Democracy Party Kayah State,5f3f9035c749de0ddc9de06c,8.323025269%
Kayah Constituency 7,ကယားပြည်နယ် မဲဆန္ဒနယ် ၇,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,12.002546960%
Kayah Constituency 7,ကယားပြည်နယ် မဲဆန္ဒနယ် ၇,National League for Democracy,5f3f9035c749de0ddc9de05b,48.264883795%
Kayah Constituency 7,ကယားပြည်နယ် မဲဆန္ဒနယ် ၇,Kayah Unity Democracy Party,5f3f9035c749de0ddc9de06d,7.322508755%
Kayah Constituency 7,ကယားပြည်နယ် မဲဆန္ဒနယ် ၇,All Nationals' Democracy Party Kayah State,5f3f9035c749de0ddc9de06c,4.743712194%
Kayah Constituency 7,ကယားပြည်နယ် မဲဆန္ဒနယ် ၇,,,27.666348297%
Kayah Constituency 8,ကယားပြည်နယ် မဲဆန္ဒနယ် ၈,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,58.202605690%
Kayah Constituency 8,ကယားပြည်နယ် မဲဆန္ဒနယ် ၈,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,0.664716831%
Kayah Constituency 8,ကယားပြည်နယ် မဲဆန္ဒနယ် ၈,Shan Nationalities Democratic Party,5f3f9035c749de0ddc9de03b,1.462377027%
Kayah Constituency 8,ကယားပြည်နယ် မဲဆန္ဒနယ် ၈,National Unity Party,5f3f9035c749de0ddc9de02e,11.193831428%
Kayah Constituency 8,ကယားပြည်နယ် မဲဆန္ဒနယ် ၈,National League for Democracy,5f3f9035c749de0ddc9de05b,22.068598777%
Kayah Constituency 8,ကယားပြည်နယ် မဲဆန္ဒနယ် ၈,Kayah Unity Democracy Party,5f3f9035c749de0ddc9de06d,6.407870247%
Kayah Constituency 9,ကယားပြည်နယ် မဲဆန္ဒနယ် ၉,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,23.326133909%
Kayah Constituency 9,ကယားပြည်နယ် မဲဆန္ဒနယ် ၉,National League for Democracy,5f3f9035c749de0ddc9de05b,15.180499846%
Kayah Constituency 9,ကယားပြည်နယ် မဲဆန္ဒနယ် ၉,Kayah Unity Democracy Party,5f3f9035c749de0ddc9de06d,5.738969454%
Kayah Constituency 9,ကယားပြည်နယ် မဲဆန္ဒနယ် ၉,,,55.754396791%
Kayah Constituency 10,ကယားပြည်နယ် မဲဆန္ဒနယ် ၁၀,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,49.779249448%
Kayah Constituency 10,ကယားပြည်နယ် မဲဆန္ဒနယ် ၁၀,Shan Nationalities Democratic Party,5f3f9035c749de0ddc9de03b,9.243929360%
Kayah Constituency 10,ကယားပြည်နယ် မဲဆန္ဒနယ် ၁၀,National Unity Party,5f3f9035c749de0ddc9de02e,5.601545254%
Kayah Constituency 10,ကယားပြည်နယ် မဲဆန္ဒနယ် ၁၀,National Development Party,5f3f9035c749de0ddc9de08b,8.416114790%
